pair,ts,net_frac,gross_frac,exit_type,tp_mult,hold_min,regime,k,ts_parsed,fold
SOLUSDT,2026-08-27 08:26:00+00:00,0.007902867574942489,0.009302867574942489,TP,2.0,12.0,CHOP,2.0,2026-08-27 08:26:00+00:00,fold2
ETHUSDT,2026-08-27 08:29:00+00:00,-0.0414,-0.04,MAE_KILL,2.0,1940.0,CHOP,2.0,2026-08-27 08:29:00+00:00,fold2
ETHUSDT,2026-08-27 08:30:00+00:00,-0.0414,-0.04,MAE_KILL,2.0,1045.0,CHOP,2.0,2026-08-27 08:30:00+00:00,fold2
ETHUSDT,2026-08-27 08:30:00+00:00,0.004600000000000001,0.006,TP,2.0,20.0,CHOP,2.0,2026-08-27 08:30:00+00:00,fold2
BTCUSDT,2026-08-27 08:39:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,27.0,TREND,2.0,2026-08-27 08:39:00+00:00,fold2
BTCUSDT,2026-08-27 08:43:00+00:00,0.004600000000000001,0.006,TP,2.0,26.0,TREND,2.0,2026-08-27 08:43:00+00:00,fold2
SOLUSDT,2026-08-27 08:45:00+00:00,0.004600000000000001,0.006,TP,2.0,6.0,CHOP,2.0,2026-08-27 08:45:00+00:00,fold2
SOLUSDT,2026-08-27 08:48:00+00:00,0.004600000000000001,0.006,TP,2.0,17.0,CHOP,2.0,2026-08-27 08:48:00+00:00,fold2
NEARUSDT,2026-08-27 08:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,6.0,TREND,2.0,2026-08-27 08:51:00+00:00,fold2
BTCUSDT,2026-08-27 08:55:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,28.0,TREND,2.0,2026-08-27 08:55:00+00:00,fold2
SOLUSDT,2026-08-27 09:01:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,9.0,TREND,2.0,2026-08-27 09:01:00+00:00,fold2
XRPUSDT,2026-08-27 09:25:00+00:00,0.004600000000000001,0.006,TP,2.0,52.0,CHOP,2.0,2026-08-27 09:25:00+00:00,fold2
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,0.006,TP,2.0,51.0,TREND,2.0,2026-08-27 09:26:00+00:00,fold2
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,0.006,TP,2.0,43.0,TREND,2.0,2026-08-27 09:26:00+00:00,fold2
BTCUSDT,2026-08-27 09:26:00+00:00,0.004600000000000001,0.006,TP,2.0,38.0,TREND,2.0,2026-08-27 09:26:00+00:00,fold2
BTCUSDT,2026-08-27 10:28:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,87.0,TREND,2.0,2026-08-27 10:28:00+00:00,fold2
BTCUSDT,2026-08-27 10:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,93.0,TREND,2.0,2026-08-27 10:29:00+00:00,fold2
BTCUSDT,2026-08-27 10:41:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,13.0,CHOP,2.0,2026-08-27 10:41:00+00:00,fold2
BTCUSDT,2026-08-27 10:41:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,10.0,CHOP,2.0,2026-08-27 10:41:00+00:00,fold2
ETHUSDT,2026-08-27 11:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,51.0,CHOP,2.0,2026-08-27 11:34:00+00:00,fold2
SOLUSDT,2026-08-27 11:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,14.0,TREND,2.0,2026-08-27 11:52:00+00:00,fold2
BTCUSDT,2026-08-27 11:54:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,73.0,CHOP,2.0,2026-08-27 11:54:00+00:00,fold2
XRPUSDT,2026-08-27 12:31:00+00:00,0.004600000000000001,0.006,TP,2.0,36.0,CHOP,2.0,2026-08-27 12:31:00+00:00,fold2
SOLUSDT,2026-08-27 12:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,20.0,TREND,2.0,2026-08-27 12:52:00+00:00,fold2
SOLUSDT,2026-08-27 13:10:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,18.0,TREND,2.0,2026-08-27 13:10:00+00:00,fold2
BTCUSDT,2026-08-27 13:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,111.0,CHOP,2.0,2026-08-27 13:43:00+00:00,fold2
BTCUSDT,2026-08-27 13:52:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,42.0,CHOP,2.0,2026-08-27 13:52:00+00:00,fold2
XRPUSDT,2026-08-27 13:56:00+00:00,0.004600000000000001,0.006,TP,2.0,12.0,CHOP,2.0,2026-08-27 13:56:00+00:00,fold2
SOLUSDT,2026-08-27 13:57:00+00:00,0.004600000000000001,0.006,TP,2.0,271.0,TREND,2.0,2026-08-27 13:57:00+00:00,fold2
SOLUSDT,2026-08-27 13:57:00+00:00,0.004600000000000001,0.006,TP,2.0,4.0,CHOP,2.0,2026-08-27 13:57:00+00:00,fold2
ETHUSDT,2026-08-27 14:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,8.0,CHOP,2.0,2026-08-27 14:07:00+00:00,fold2
BTCUSDT,2026-08-27 14:07:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,6.0,CHOP,2.0,2026-08-27 14:07:00+00:00,fold2
BTCUSDT,2026-08-27 14:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,13.0,CHOP,2.0,2026-08-27 14:09:00+00:00,fold2
XRPUSDT,2026-08-27 14:19:00+00:00,0.004600000000000001,0.006,TP,2.0,7.0,CHOP,2.0,2026-08-27 14:19:00+00:00,fold2
NEARUSDT,2026-08-27 14:20:00+00:00,0.004600000000000001,0.006,TP,2.0,10.0,CHOP,2.0,2026-08-27 14:20:00+00:00,fold2
SOLUSDT,2026-08-27 14:25:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,6.0,CHOP,2.0,2026-08-27 14:25:00+00:00,fold2
BTCUSDT,2026-08-27 14:35:00+00:00,0.004600000000000001,0.006,TP,2.0,27.0,CHOP,2.0,2026-08-27 14:35:00+00:00,fold2
BTCUSDT,2026-08-27 14:36:00+00:00,0.004600000000000001,0.006,TP,2.0,15.0,CHOP,2.0,2026-08-27 14:36:00+00:00,fold2
BTCUSDT,2026-08-27 14:41:00+00:00,0.004600000000000001,0.006,TP,2.0,16.0,CHOP,2.0,2026-08-27 14:41:00+00:00,fold2
XRPUSDT,2026-08-27 14:42:00+00:00,0.004623271731690633,0.006023271731690633,TP,2.0,6.0,CHOP,2.0,2026-08-27 14:42:00+00:00,fold2
BTCUSDT,2026-08-27 15:13:00+00:00,0.004600000000000001,0.006,TP,2.0,34.0,CHOP,2.0,2026-08-27 15:13:00+00:00,fold2
BTCUSDT,2026-08-27 15:13:00+00:00,0.004600000000000001,0.006,TP,2.0,28.0,CHOP,2.0,2026-08-27 15:13:00+00:00,fold2
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,352.0,TREND,2.0,2026-08-27 15:22:00+00:00,fold2
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,350.0,TREND,2.0,2026-08-27 15:22:00+00:00,fold2
BTCUSDT,2026-08-27 15:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,39.0,CHOP,2.0,2026-08-27 15:22:00+00:00,fold2
XRPUSDT,2026-08-27 15:36:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,12.0,CHOP,2.0,2026-08-27 15:36:00+00:00,fold2
NEARUSDT,2026-08-27 15:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,5.0,CHOP,2.0,2026-08-27 15:38:00+00:00,fold2
BTCUSDT,2026-08-27 16:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,33.0,CHOP,2.0,2026-08-27 16:11:00+00:00,fold2
SOLUSDT,2026-08-27 16:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,68.0,CHOP,2.0,2026-08-27 16:21:00+00:00,fold2
SOLUSDT,2026-08-27 16:21:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,53.0,TREND,2.0,2026-08-27 16:21:00+00:00,fold2
SOLUSDT,2026-08-27 16:22:00+00:00,0.004600000000000001,0.006,TP,2.0,11.0,TREND,2.0,2026-08-27 16:22:00+00:00,fold2
ETHUSDT,2026-08-27 16:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,19.0,CHOP,2.0,2026-08-27 16:46:00+00:00,fold2
BTCUSDT,2026-08-27 17:22:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,127.0,CHOP,2.0,2026-08-27 17:22:00+00:00,fold2
BTCUSDT,2026-08-27 17:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,77.0,CHOP,2.0,2026-08-27 17:42:00+00:00,fold2
BTCUSDT,2026-08-27 17:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,56.0,CHOP,2.0,2026-08-27 17:42:00+00:00,fold2
ETHUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,0.006,TP,2.0,157.0,CHOP,2.0,2026-08-27 18:13:00+00:00,fold2
BTCUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,0.006,TP,2.0,30.0,CHOP,2.0,2026-08-27 18:13:00+00:00,fold2
BTCUSDT,2026-08-27 18:13:00+00:00,0.004600000000000001,0.006,TP,2.0,27.0,CHOP,2.0,2026-08-27 18:13:00+00:00,fold2
BTCUSDT,2026-08-27 18:27:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,13.0,CHOP,2.0,2026-08-27 18:27:00+00:00,fold2
BTCUSDT,2026-08-28 01:18:00+00:00,-0.0414,-0.04,MAE_KILL,2.0,2045.0,CHOP,2.0,2026-08-28 01:18:00+00:00,fold2
BTCUSDT,2026-08-28 01:30:00+00:00,0.004600000000000001,0.006,TP,2.0,488.0,CHOP,2.0,2026-08-28 01:30:00+00:00,fold2
ETHUSDT,2026-08-28 01:34:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,15.0,TREND,2.0,2026-08-28 01:34:00+00:00,fold2
BTCUSDT,2026-08-28 01:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,5.0,TREND,2.0,2026-08-28 01:35:00+00:00,fold2
BTCUSDT,2026-08-28 02:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,506.0,CHOP,2.0,2026-08-28 02:53:00+00:00,fold2
ETHUSDT,2026-08-28 04:09:00+00:00,0.004600000000000001,0.006,TP,2.0,591.0,CHOP,2.0,2026-08-28 04:09:00+00:00,fold2
ETHUSDT,2026-08-28 04:12:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,592.0,CHOP,2.0,2026-08-28 04:12:00+00:00,fold2
BTCUSDT,2026-08-28 04:13:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,80.0,CHOP,2.0,2026-08-28 04:13:00+00:00,fold2
XRPUSDT,2026-08-28 09:35:00+00:00,-0.0414,-0.04,MAE_KILL,2.0,1034.0,TREND,2.0,2026-08-28 09:35:00+00:00,fold2
BTCUSDT,2026-08-28 10:03:00+00:00,0.004600000000000001,0.006,TP,2.0,353.0,CHOP,2.0,2026-08-28 10:03:00+00:00,fold2
ETHUSDT,2026-08-28 10:12:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,36.0,CHOP,2.0,2026-08-28 10:12:00+00:00,fold2
BTCUSDT,2026-08-28 14:05:00+00:00,0.004600000000000001,0.006,TP,2.0,240.0,CHOP,2.0,2026-08-28 14:05:00+00:00,fold2
BTCUSDT,2026-08-28 14:05:00+00:00,0.004600000000000001,0.006,TP,2.0,233.0,CHOP,2.0,2026-08-28 14:05:00+00:00,fold2
ETHUSDT,2026-08-28 14:13:00+00:00,0.005365503752255165,0.006765503752255164,TP,2.0,6.0,CHOP,2.0,2026-08-28 14:13:00+00:00,fold2
BTCUSDT,2026-08-28 14:18:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,2021.0,CHOP,2.0,2026-08-28 14:18:00+00:00,fold2
BTCUSDT,2026-08-28 15:58:00+00:00,0.004600000000000001,0.006,TP,2.0,100.0,CHOP,2.0,2026-08-28 15:58:00+00:00,fold2
XRPUSDT,2026-08-28 16:02:00+00:00,0.004600000000000001,0.006,TP,2.0,3.0,CHOP,2.0,2026-08-28 16:02:00+00:00,fold2
ETHUSDT,2026-08-28 16:03:00+00:00,-0.0414,-0.04,MAE_KILL,2.0,1835.0,TREND,2.0,2026-08-28 16:03:00+00:00,fold2
BTCUSDT,2026-08-28 16:12:00+00:00,-0.0414,-0.04,MAE_KILL,2.0,878.0,TREND,2.0,2026-08-28 16:12:00+00:00,fold2
BTCUSDT,2026-08-28 16:14:00+00:00,-0.0414,-0.04,MAE_KILL,2.0,878.0,TREND,2.0,2026-08-28 16:14:00+00:00,fold2
BTCUSDT,2026-08-28 16:17:00+00:00,0.004600000000000001,0.006,TP,2.0,14.0,CHOP,2.0,2026-08-28 16:17:00+00:00,fold2
BTCUSDT,2026-08-28 16:17:00+00:00,0.004600000000000001,0.006,TP,2.0,12.0,CHOP,2.0,2026-08-28 16:17:00+00:00,fold2
ETHUSDT,2026-08-28 16:23:00+00:00,0.004600000000000001,0.006,TP,2.0,11.0,CHOP,2.0,2026-08-28 16:23:00+00:00,fold2
SOLUSDT,2026-08-28 16:24:00+00:00,0.006869280208306165,0.008269280208306164,TP,2.0,139.0,CHOP,2.0,2026-08-28 16:24:00+00:00,fold2
SOLUSDT,2026-08-28 16:25:00+00:00,0.008765323882329515,0.010165323882329515,TP,2.0,132.0,CHOP,2.0,2026-08-28 16:25:00+00:00,fold2
NEARUSDT,2026-08-29 08:12:00+00:00,-0.0264,-0.025,MAE_KILL,2.0,485.0,CHOP,2.0,2026-08-29 08:12:00+00:00,fold2
NEARUSDT,2026-08-29 08:43:00+00:00,-0.0264,-0.025,MAE_KILL,2.0,514.0,CHOP,2.0,2026-08-29 08:43:00+00:00,fold2
BTCUSDT,2026-08-29 14:43:00+00:00,0.004600000000000001,0.006,TP,2.0,360.0,CHOP,2.0,2026-08-29 14:43:00+00:00,fold2
ETHUSDT,2026-08-29 14:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,882.0,CHOP,2.0,2026-08-29 14:53:00+00:00,fold2
BTCUSDT,2026-08-29 15:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,902.0,CHOP,2.0,2026-08-29 15:02:00+00:00,fold2
BTCUSDT,2026-08-29 15:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,900.0,CHOP,2.0,2026-08-29 15:02:00+00:00,fold2
BTCUSDT,2026-08-29 15:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,898.0,CHOP,2.0,2026-08-29 15:02:00+00:00,fold2
SOLUSDT,2026-08-29 15:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,23.0,TREND,2.0,2026-08-29 15:06:00+00:00,fold2
ETHUSDT,2026-08-29 16:19:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,86.0,CHOP,2.0,2026-08-29 16:19:00+00:00,fold2
BTCUSDT,2026-08-29 19:00:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,161.0,CHOP,2.0,2026-08-29 19:00:00+00:00,fold2
SOLUSDT,2026-08-29 19:16:00+00:00,0.004600000000000001,0.006,TP,2.0,254.0,TREND,2.0,2026-08-29 19:16:00+00:00,fold2
NEARUSDT,2026-08-30 01:33:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,393.0,TREND,2.0,2026-08-30 01:33:00+00:00,fold2
BTCUSDT,2026-08-30 04:19:00+00:00,-0.02347674655309041,-0.02207674655309041,MAX_AGE,2.0,2880.0,CHOP,2.0,2026-08-30 04:19:00+00:00,fold2
BTCUSDT,2026-08-30 04:22:00+00:00,-0.02364170319348779,-0.02224170319348779,MAX_AGE,2.0,2880.0,CHOP,2.0,2026-08-30 04:22:00+00:00,fold2
SOLUSDT,2026-08-30 04:58:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,204.0,CHOP,2.0,2026-08-30 04:58:00+00:00,fold2
BTCUSDT,2026-08-30 12:09:00+00:00,0.004600000000000001,0.006,TP,2.0,431.0,CHOP,2.0,2026-08-30 12:09:00+00:00,fold2
BTCUSDT,2026-08-30 12:32:00+00:00,0.004600000000000001,0.006,TP,2.0,1035.0,TREND,2.0,2026-08-30 12:32:00+00:00,fold2
SOLUSDT,2026-08-30 12:59:00+00:00,0.004600000000000001,0.006,TP,2.0,26.0,CHOP,2.0,2026-08-30 12:59:00+00:00,fold2
NEARUSDT,2026-08-30 13:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,7.0,CHOP,2.0,2026-08-30 13:06:00+00:00,fold2
ETHUSDT,2026-08-30 14:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,116.0,CHOP,2.0,2026-08-30 14:06:00+00:00,fold2
SOLUSDT,2026-08-30 14:24:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,17.0,TREND,2.0,2026-08-30 14:24:00+00:00,fold2
ETHUSDT,2026-08-30 15:09:00+00:00,0.004600000000000001,0.006,TP,2.0,123.0,CHOP,2.0,2026-08-30 15:09:00+00:00,fold2
NEARUSDT,2026-08-30 18:52:00+00:00,-0.0264,-0.025,MAE_KILL,2.0,217.0,CHOP,2.0,2026-08-30 18:52:00+00:00,fold2
NEARUSDT,2026-08-30 18:57:00+00:00,0.004600000000000001,0.006,TP,2.0,4.0,CHOP,2.0,2026-08-30 18:57:00+00:00,fold2
BTCUSDT,2026-08-30 20:43:00+00:00,0.004600000000000001,0.006,TP,2.0,105.0,CHOP,2.0,2026-08-30 20:43:00+00:00,fold2
NEARUSDT,2026-08-30 20:46:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,3.0,CHOP,2.0,2026-08-30 20:46:00+00:00,fold2
BTCUSDT,2026-08-30 20:51:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,387.0,TREND,2.0,2026-08-30 20:51:00+00:00,fold2
XRPUSDT,2026-08-30 21:01:00+00:00,0.004600000000000001,0.006,TP,2.0,15.0,CHOP,2.0,2026-08-30 21:01:00+00:00,fold2
NEARUSDT,2026-08-30 21:01:00+00:00,0.004600000000000001,0.006,TP,2.0,7.0,CHOP,2.0,2026-08-30 21:01:00+00:00,fold2
ETHUSDT,2026-08-30 22:32:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,90.0,CHOP,2.0,2026-08-30 22:32:00+00:00,fold2
BTCUSDT,2026-08-30 23:19:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,47.0,CHOP,2.0,2026-08-30 23:19:00+00:00,fold2
BTCUSDT,2026-08-30 23:20:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,136.0,CHOP,2.0,2026-08-30 23:20:00+00:00,fold2
ETHUSDT,2026-08-30 23:23:00+00:00,0.004600000000000001,0.006,TP,2.0,1141.0,CHOP,2.0,2026-08-30 23:23:00+00:00,fold2
ETHUSDT,2026-08-30 23:23:00+00:00,0.004600000000000001,0.006,TP,2.0,4.0,CHOP,2.0,2026-08-30 23:23:00+00:00,fold2
BTCUSDT,2026-08-30 23:26:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,1147.0,CHOP,2.0,2026-08-30 23:26:00+00:00,fold2
NEARUSDT,2026-08-30 23:28:00+00:00,0.0048984195847536355,0.006298419584753635,TP,2.0,4.0,CHOP,2.0,2026-08-30 23:28:00+00:00,fold2
ETHUSDT,2026-08-30 23:29:00+00:00,0.004600000000000001,0.006,TP,2.0,1942.0,TREND,2.0,2026-08-30 23:29:00+00:00,fold2
ETHUSDT,2026-08-30 23:29:00+00:00,0.004600000000000001,0.006,TP,2.0,1940.0,TREND,2.0,2026-08-30 23:29:00+00:00,fold2
BTCUSDT,2026-08-30 23:30:00+00:00,0.004600000000000001,0.006,TP,2.0,4.0,CHOP,2.0,2026-08-30 23:30:00+00:00,fold2
BTCUSDT,2026-08-30 23:31:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,1947.0,CHOP,2.0,2026-08-30 23:31:00+00:00,fold2
BTCUSDT,2026-08-30 23:37:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,4.0,TREND,2.0,2026-08-30 23:37:00+00:00,fold3
BTCUSDT,2026-08-30 23:41:00+00:00,0.004600000000000001,0.006,TP,2.0,11.0,TREND,2.0,2026-08-30 23:41:00+00:00,fold3
ETHUSDT,2026-08-30 23:43:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,3.0,TREND,2.0,2026-08-30 23:43:00+00:00,fold3
BTCUSDT,2026-08-30 23:46:00+00:00,0.004600000000000001,0.006,TP,2.0,10.0,TREND,2.0,2026-08-30 23:46:00+00:00,fold3
BTCUSDT,2026-08-30 23:47:00+00:00,0.004600000000000001,0.006,TP,2.0,2375.0,CHOP,2.0,2026-08-30 23:47:00+00:00,fold3
BTCUSDT,2026-08-30 23:47:00+00:00,0.004600000000000001,0.006,TP,2.0,4.0,TREND,2.0,2026-08-30 23:47:00+00:00,fold3
NEARUSDT,2026-08-31 00:16:00+00:00,0.004600000000000001,0.006,TP,2.0,9.0,TREND,2.0,2026-08-31 00:16:00+00:00,fold3
ETHUSDT,2026-08-31 00:23:00+00:00,0.004600000000000001,0.006,TP,2.0,21.0,TREND,2.0,2026-08-31 00:23:00+00:00,fold3
BTCUSDT,2026-08-31 00:35:00+00:00,0.004600000000000001,0.006,TP,2.0,35.0,TREND,2.0,2026-08-31 00:35:00+00:00,fold3
SOLUSDT,2026-08-31 00:36:00+00:00,0.004841304250258052,0.006241304250258052,TP,2.0,38.0,TREND,2.0,2026-08-31 00:36:00+00:00,fold3
NEARUSDT,2026-08-31 00:38:00+00:00,-0.0264,-0.025,MAE_KILL,2.0,44.0,TREND,2.0,2026-08-31 00:38:00+00:00,fold3
BTCUSDT,2026-08-31 00:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,30.0,TREND,2.0,2026-08-31 00:47:00+00:00,fold3
NEARUSDT,2026-08-31 00:54:00+00:00,0.004600000000000001,0.006,TP,2.0,7.0,CHOP,2.0,2026-08-31 00:54:00+00:00,fold3
BTCUSDT,2026-08-31 01:04:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,59.0,TREND,2.0,2026-08-31 01:04:00+00:00,fold3
ETHUSDT,2026-08-31 02:06:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,61.0,TREND,2.0,2026-08-31 02:06:00+00:00,fold3
SOLUSDT,2026-08-31 02:35:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,28.0,TREND,2.0,2026-08-31 02:35:00+00:00,fold3
ETHUSDT,2026-08-31 03:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,33.0,CHOP,2.0,2026-08-31 03:09:00+00:00,fold3
NEARUSDT,2026-08-31 03:19:00+00:00,0.004600000000000001,0.006,TP,2.0,10.0,CHOP,2.0,2026-08-31 03:19:00+00:00,fold3
ETHUSDT,2026-08-31 04:02:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,43.0,CHOP,2.0,2026-08-31 04:02:00+00:00,fold3
SOLUSDT,2026-08-31 05:25:00+00:00,0.004600000000000001,0.006,TP,2.0,301.0,TREND,2.0,2026-08-31 05:25:00+00:00,fold3
SOLUSDT,2026-08-31 05:25:00+00:00,0.004600000000000001,0.006,TP,2.0,271.0,TREND,2.0,2026-08-31 05:25:00+00:00,fold3
BTCUSDT,2026-08-31 07:29:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,123.0,CHOP,2.0,2026-08-31 07:29:00+00:00,fold3
BTCUSDT,2026-08-31 07:31:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,414.0,CHOP,2.0,2026-08-31 07:31:00+00:00,fold3
BTCUSDT,2026-08-31 07:31:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,409.0,CHOP,2.0,2026-08-31 07:31:00+00:00,fold3
BTCUSDT,2026-08-31 08:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,444.0,CHOP,2.0,2026-08-31 08:03:00+00:00,fold3
XRPUSDT,2026-08-31 08:03:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,31.0,CHOP,2.0,2026-08-31 08:03:00+00:00,fold3
ETHUSDT,2026-08-31 08:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,35.0,CHOP,2.0,2026-08-31 08:09:00+00:00,fold3
SOLUSDT,2026-08-31 08:09:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,6.0,TREND,2.0,2026-08-31 08:09:00+00:00,fold3
BTCUSDT,2026-08-31 08:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,75.0,CHOP,2.0,2026-08-31 08:44:00+00:00,fold3
BTCUSDT,2026-08-31 08:44:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,32.0,TREND,2.0,2026-08-31 08:44:00+00:00,fold3
BTCUSDT,2026-08-31 09:08:00+00:00,0.004600000000000001,0.006,TP,2.0,22.0,CHOP,2.0,2026-08-31 09:08:00+00:00,fold3
BTCUSDT,2026-08-31 09:09:00+00:00,0.004600000000000001,0.006,TP,2.0,25.0,CHOP,2.0,2026-08-31 09:09:00+00:00,fold3
NEARUSDT,2026-08-31 09:11:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,221.0,CHOP,2.0,2026-08-31 09:11:00+00:00,fold3
SOLUSDT,2026-08-31 10:12:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,59.0,TREND,2.0,2026-08-31 10:12:00+00:00,fold3
BTCUSDT,2026-08-31 12:30:00+00:00,0.004600000000000001,0.006,TP,2.0,138.0,TREND,2.0,2026-08-31 12:30:00+00:00,fold3
BTCUSDT,2026-08-31 12:59:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,28.0,CHOP,2.0,2026-08-31 12:59:00+00:00,fold3
BTCUSDT,2026-08-31 13:00:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,293.0,TREND,2.0,2026-08-31 13:00:00+00:00,fold3
SOLUSDT,2026-08-31 13:38:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,329.0,TREND,2.0,2026-08-31 13:38:00+00:00,fold3
ETHUSDT,2026-08-31 14:04:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,26.0,CHOP,2.0,2026-08-31 14:04:00+00:00,fold3
ETHUSDT,2026-08-31 14:41:00+00:00,0.004600000000000001,0.006,TP,2.0,99.0,CHOP,2.0,2026-08-31 14:41:00+00:00,fold3
SOLUSDT,2026-08-31 14:41:00+00:00,0.004600000000000001,0.006,TP,2.0,37.0,CHOP,2.0,2026-08-31 14:41:00+00:00,fold3
ETHUSDT,2026-08-31 15:47:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,64.0,CHOP,2.0,2026-08-31 15:47:00+00:00,fold3
BTCUSDT,2026-08-31 15:53:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,68.0,CHOP,2.0,2026-08-31 15:53:00+00:00,fold3
SOLUSDT,2026-08-31 16:42:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,48.0,CHOP,2.0,2026-08-31 16:42:00+00:00,fold3
XRPUSDT,2026-08-31 16:49:00+00:00,0.0005000000000000001,0.0019,BE_STOP,2.0,7.0,CHOP,2.0,2026-08-31 16:49:00+00:00,fold3
