pair,ts,net_frac,exit_type,variant,k,mfe_frac,hold_min
NEARUSDT,2026-08-20 01:56:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017728468489077564,7.0
BTCUSDT,2026-08-20 02:05:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0018115577961580775,12.0
BTCUSDT,2026-08-20 02:05:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001923739519926496,8.0
ETHUSDT,2026-08-20 02:05:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001906931165081843,6.0
BTCUSDT,2026-08-20 02:06:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001971208582007631,11.0
NEARUSDT,2026-08-20 02:21:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017701136298748819,14.0
BTCUSDT,2026-08-20 02:33:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003046157690722235,22.0
BTCUSDT,2026-08-20 02:33:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0015806922540325514,12.0
ETHUSDT,2026-08-20 02:40:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0016570448775604383,4.0
BTCUSDT,2026-08-20 03:09:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006106832856229601,35.0
BTCUSDT,2026-08-20 03:11:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006482783486569317,113.0
BTCUSDT,2026-08-20 03:11:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.00631510923783069,30.0
SOLUSDT,2026-08-20 03:12:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0026374253026505935,3.0
NEARUSDT,2026-08-20 03:27:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0029620164943664215,16.0
BTCUSDT,2026-08-20 03:31:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002214916376049371,16.0
SOLUSDT,2026-08-20 06:28:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001828667885778493,263.0
BTCUSDT,2026-08-20 06:36:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003277995287971796,8.0
BTCUSDT,2026-08-20 06:46:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0030153032740654617,10.0
SOLUSDT,2026-08-20 06:47:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002345035175527722,387.0
BTCUSDT,2026-08-20 06:47:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0021034881770198876,296.0
XRPUSDT,2026-08-20 07:00:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0032482179915185845,9.0
BTCUSDT,2026-08-20 07:11:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0022378859923800616,25.0
BTCUSDT,2026-08-20 07:11:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002270891919290351,22.0
BTCUSDT,2026-08-20 07:11:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003039252352518966,11.0
ETHUSDT,2026-08-20 07:25:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003974724826742876,10.0
SOLUSDT,2026-08-20 07:30:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0019436006657123422,17.0
BTCUSDT,2026-08-20 07:35:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002345176017451713,10.0
SOLUSDT,2026-08-20 07:36:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0024790502793295374,6.0
SOLUSDT,2026-08-20 07:50:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017802911299611545,15.0
BTCUSDT,2026-08-20 07:57:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0022576021737321333,7.0
SOLUSDT,2026-08-20 08:01:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001871418442189294,4.0
XRPUSDT,2026-08-20 08:09:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006379155435759305,367.0
NEARUSDT,2026-08-20 08:09:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.00620226267731001,58.0
NEARUSDT,2026-08-20 08:09:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.007011897235473297,7.0
ETHUSDT,2026-08-20 08:11:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.004995564891593465,362.0
NEARUSDT,2026-08-20 08:13:00+00:00,-0.0264,MAE_KILL,ladder,2.0,0.00029139227227690715,282.0
ETHUSDT,2026-08-20 08:15:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.005909926389756152,4.0
BTCUSDT,2026-08-20 08:17:00+00:00,0.0026774727363803154,TP,ladder,2.0,0.007632405334234577,1.0
BTCUSDT,2026-08-20 08:19:00+00:00,0.0012531323042906317,LADDER_RATCHET,ladder,2.0,0.0039059102145724426,5.0
BTCUSDT,2026-08-20 08:29:00+00:00,0.0006524494810209154,LADDER_RATCHET,ladder,2.0,0.0023825903825903418,9.0
BTCUSDT,2026-08-20 08:30:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0035732107589909697,6.0
SOLUSDT,2026-08-20 08:31:00+00:00,0.0013478355598876334,LADDER_RATCHET,ladder,2.0,0.0041052691932802485,9.0
BTCUSDT,2026-08-20 08:34:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0026681787749956313,4.0
XRPUSDT,2026-08-20 08:38:00+00:00,0.0023978987559736594,TP,ladder,2.0,0.006900165953358388,6.0
BTCUSDT,2026-08-20 08:40:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006698244573747598,5.0
BTCUSDT,2026-08-20 08:41:00+00:00,0.002099906783628715,LADDER_RATCHET,ladder,2.0,0.0042781408310136005,23.0
BTCUSDT,2026-08-20 08:41:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.004390773207872152,13.0
BTCUSDT,2026-08-20 08:41:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0032697997930293747,2.0
BTCUSDT,2026-08-20 08:47:00+00:00,-0.0414,MAE_KILL,ladder,2.0,0.0004697755951579581,320.0
BTCUSDT,2026-08-20 08:48:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.004566516970050752,5.0
ETHUSDT,2026-08-20 08:49:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0022774636617042448,4.0
BTCUSDT,2026-08-20 08:52:00+00:00,-0.0414,MAE_KILL,ladder,2.0,0.001105790691068289,339.0
BTCUSDT,2026-08-20 08:55:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0015109512575216622,4.0
BTCUSDT,2026-08-20 08:56:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.004699842685432488,15.0
BTCUSDT,2026-08-20 08:57:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002730847400805984,8.0
ETHUSDT,2026-08-20 09:06:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006269894858686296,6.0
ETHUSDT,2026-08-20 09:06:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.0069939888552499035,4.0
BTCUSDT,2026-08-20 09:08:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002872035335245273,12.0
BTCUSDT,2026-08-20 09:08:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0035765059450160158,10.0
BTCUSDT,2026-08-20 09:12:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002525146951846578,18.0
BTCUSDT,2026-08-20 09:12:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.00407691566883876,5.0
BTCUSDT,2026-08-20 09:15:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0032241869805321177,4.0
BTCUSDT,2026-08-20 09:20:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003724916387959907,5.0
BTCUSDT,2026-08-20 09:20:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0015490315771617784,2.0
BTCUSDT,2026-08-20 09:22:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003215026664253111,2.0
SOLUSDT,2026-08-20 09:58:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.004288556986345235,49.0
BTCUSDT,2026-08-20 10:15:00+00:00,-0.0414,MAE_KILL,ladder,2.0,0.0002545272049317463,157.0
BTCUSDT,2026-08-20 10:15:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006761770566704823,53.0
BTCUSDT,2026-08-20 10:15:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006598115181500187,50.0
BTCUSDT,2026-08-20 10:15:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.0070094529624425495,48.0
NEARUSDT,2026-08-20 10:19:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001814161800555513,2.0
XRPUSDT,2026-08-20 10:21:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003870967741935439,68.0
XRPUSDT,2026-08-20 10:31:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0018981880931837616,3.0
BTCUSDT,2026-08-20 10:34:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017814949816355998,3.0
BTCUSDT,2026-08-20 10:44:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0016283698208793198,10.0
XRPUSDT,2026-08-20 10:47:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0031921318264170793,3.0
ETHUSDT,2026-08-20 11:07:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001999991266413652,48.0
ETHUSDT,2026-08-20 11:23:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003165304070301133,16.0
BTCUSDT,2026-08-20 11:36:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.0052665605383348454,13.0
SOLUSDT,2026-08-20 11:41:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002857142857142912,174.0
ETHUSDT,2026-08-20 11:43:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003525447835947276,7.0
BTCUSDT,2026-08-20 12:08:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003066736705118229,130.0
ETHUSDT,2026-08-20 12:08:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.005009993688196856,81.0
ETHUSDT,2026-08-20 12:10:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002183146636149579,213.0
ETHUSDT,2026-08-20 12:10:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002714283200478661,2.0
BTCUSDT,2026-08-20 12:19:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017831818093165675,7.0
NEARUSDT,2026-08-20 12:32:00+00:00,-0.0264,MAE_KILL,ladder,2.0,0.0010763652843869197,137.0
SOLUSDT,2026-08-20 12:37:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0019465785139197286,22.0
BTCUSDT,2026-08-20 12:43:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0015045009653881192,6.0
BTCUSDT,2026-08-20 12:49:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0038504218456373567,39.0
ETHUSDT,2026-08-20 12:49:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0032890252964739796,30.0
BTCUSDT,2026-08-20 12:49:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003719866709423796,6.0
XRPUSDT,2026-08-20 12:58:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.00209837166358901,3.0
XRPUSDT,2026-08-20 13:04:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.004360952700436174,5.0
BTCUSDT,2026-08-20 13:10:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.00349346679953903,38.0
BTCUSDT,2026-08-20 13:10:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0020778347155451225,6.0
BTCUSDT,2026-08-20 13:11:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0029755653087200364,14.0
ETHUSDT,2026-08-20 13:33:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0027035224919883818,44.0
ETHUSDT,2026-08-20 13:36:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.008307349959760532,3.0
BTCUSDT,2026-08-20 15:04:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.008531445981408012,114.0
BTCUSDT,2026-08-20 15:04:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.007941634473666989,109.0
BTCUSDT,2026-08-20 15:04:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.00827778449412686,107.0
BTCUSDT,2026-08-20 15:05:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.004463086783781084,284.0
BTCUSDT,2026-08-20 15:05:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.004721788353106688,281.0
BTCUSDT,2026-08-20 15:05:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.004495069544138718,204.0
BTCUSDT,2026-08-20 15:05:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.0053733047348262794,202.0
BTCUSDT,2026-08-20 15:16:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.004066891972574432,8.0
ETHUSDT,2026-08-20 15:20:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.008458273535069916,14.0
BTCUSDT,2026-08-20 15:21:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001589910989913523,7.0
BTCUSDT,2026-08-20 15:21:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0023270253713678687,5.0
NEARUSDT,2026-08-20 15:22:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002082489732168709,4.0
ETHUSDT,2026-08-20 15:30:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006703356895067717,8.0
BTCUSDT,2026-08-20 15:31:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006630440201405893,19.0
ETHUSDT,2026-08-20 15:31:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.008063641608217258,3.0
BTCUSDT,2026-08-20 15:32:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.007520804284797339,28.0
XRPUSDT,2026-08-20 15:34:00+00:00,0.00024662743114626357,LADDER_RATCHET,ladder,2.0,0.002413904087544168,4.0
SOLUSDT,2026-08-20 16:00:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.00504493323220475,26.0
XRPUSDT,2026-08-20 16:01:00+00:00,0.004175455447690522,TP,ladder,2.0,0.009183103090313876,41.0
ETHUSDT,2026-08-20 16:04:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0025945591835329265,4.0
XRPUSDT,2026-08-20 16:07:00+00:00,0.0014805036426987557,LADDER_RATCHET,ladder,2.0,0.00332594235033258,5.0
XRPUSDT,2026-08-20 16:23:00+00:00,0.0004756850205082368,LADDER_RATCHET,ladder,2.0,0.003638376967491843,14.0
XRPUSDT,2026-08-20 16:30:00+00:00,0.002790110151359081,LADDER_RATCHET,ladder,2.0,0.00673587447499798,7.0
XRPUSDT,2026-08-20 16:33:00+00:00,0.0027821823516136247,TP,ladder,2.0,0.007424960505529285,3.0
NEARUSDT,2026-08-20 16:36:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0019474196689386962,2.0
ETHUSDT,2026-08-20 16:42:00+00:00,-0.0414,MAE_KILL,ladder,2.0,0.00011066794746371197,185.0
SOLUSDT,2026-08-20 16:44:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.004859264692399452,37.0
BTCUSDT,2026-08-20 17:00:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0035757854473657553,88.0
BTCUSDT,2026-08-20 17:00:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0035357144332324513,13.0
BTCUSDT,2026-08-20 17:01:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.004065186246418418,17.0
BTCUSDT,2026-08-20 17:05:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002041408682039713,5.0
XRPUSDT,2026-08-20 17:05:00+00:00,0.0011084065516867227,LADDER_RATCHET,ladder,2.0,0.004328018223234653,3.0
BTCUSDT,2026-08-20 17:33:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0019881536313041326,27.0
BTCUSDT,2026-08-20 17:33:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0021025921879343533,25.0
XRPUSDT,2026-08-20 17:35:00+00:00,0.0008848970989871233,LADDER_RATCHET,ladder,2.0,0.002709619147975348,2.0
BTCUSDT,2026-08-20 17:53:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0030145791760241535,18.0
BTCUSDT,2026-08-20 17:59:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0029138923496229976,55.0
SOLUSDT,2026-08-20 18:02:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006392912999303493,2.0
BTCUSDT,2026-08-20 18:14:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0018000237062847264,11.0
BTCUSDT,2026-08-20 18:17:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0018078672540397579,3.0
NEARUSDT,2026-08-20 18:34:00+00:00,-0.0264,MAE_KILL,ladder,2.0,0.00033913633280575054,55.0
SOLUSDT,2026-08-20 18:35:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001969478836740645,189.0
SOLUSDT,2026-08-20 18:35:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0015670008065446466,178.0
SOLUSDT,2026-08-20 18:36:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002176341213454247,177.0
BTCUSDT,2026-08-20 18:36:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002568719804098761,19.0
BTCUSDT,2026-08-20 18:48:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002731995638731443,11.0
BTCUSDT,2026-08-20 19:02:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017416525672456866,20.0
BTCUSDT,2026-08-20 19:06:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002414035358923977,31.0
BTCUSDT,2026-08-20 19:06:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002634291604627311,22.0
BTCUSDT,2026-08-20 19:08:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002788413115613676,20.0
XRPUSDT,2026-08-20 19:09:00+00:00,0.0026069932896757757,LADDER_RATCHET,ladder,2.0,0.004689142210364643,3.0
SOLUSDT,2026-08-20 19:13:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0023418666054413214,5.0
SOLUSDT,2026-08-20 19:27:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0018561591255427195,16.0
XRPUSDT,2026-08-20 19:34:00+00:00,0.0006813199352607394,LADDER_RATCHET,ladder,2.0,0.0022006683511289807,19.0
BTCUSDT,2026-08-20 19:44:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0031125238748646402,17.0
BTCUSDT,2026-08-20 19:47:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0025677815773043245,13.0
XRPUSDT,2026-08-20 19:58:00+00:00,0.0026168012397030996,LADDER_RATCHET,ladder,2.0,0.005301362042247737,45.0
ETHUSDT,2026-08-20 20:00:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0022543549060182596,2.0
ETHUSDT,2026-08-20 20:18:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003197761996987233,18.0
BTCUSDT,2026-08-20 20:34:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0031347229045313525,50.0
BTCUSDT,2026-08-20 20:38:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003237712346146915,165.0
BTCUSDT,2026-08-20 20:38:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0031895014190055143,4.0
ETHUSDT,2026-08-20 20:43:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0015644933282762364,25.0
SOLUSDT,2026-08-20 21:04:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0016909454441587674,26.0
ETHUSDT,2026-08-20 21:07:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0015803722942600768,3.0
BTCUSDT,2026-08-20 21:09:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0031824280482574316,26.0
SOLUSDT,2026-08-20 21:17:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.00414914045354791,36.0
NEARUSDT,2026-08-20 22:00:00+00:00,-0.0264,MAE_KILL,ladder,2.0,0.0,133.0
BTCUSDT,2026-08-20 22:06:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017705382436260624,59.0
BTCUSDT,2026-08-20 22:06:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0018255516610453453,57.0
XRPUSDT,2026-08-20 22:06:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0038113387327299805,5.0
ETHUSDT,2026-08-20 22:21:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0035034364780742212,11.0
NEARUSDT,2026-08-20 22:23:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006599533481253942,17.0
NEARUSDT,2026-08-20 22:23:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.007000569151963688,15.0
BTCUSDT,2026-08-20 22:54:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0016404488201969488,97.0
XRPUSDT,2026-08-20 23:09:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001823515420597771,43.0
BTCUSDT,2026-08-20 23:21:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0034775676270068175,57.0
BTCUSDT,2026-08-20 23:21:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003117696120123968,12.0
ETHUSDT,2026-08-20 23:25:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.008221199906783324,31.0
BTCUSDT,2026-08-20 23:26:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006873597155071644,5.0
XRPUSDT,2026-08-20 23:30:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.005757551857401895,7.0
NEARUSDT,2026-08-20 23:30:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0019153850487296884,4.0
ETHUSDT,2026-08-21 00:16:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0029284648498464705,44.0
BTCUSDT,2026-08-21 00:18:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.00794002687603599,50.0
SOLUSDT,2026-08-21 00:18:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.0070709601020221705,1.0
BTCUSDT,2026-08-21 00:30:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0033571043310856347,11.0
SOLUSDT,2026-08-21 00:33:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.004145899410965107,3.0
XRPUSDT,2026-08-21 01:05:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.003144159723313947,95.0
XRPUSDT,2026-08-21 01:05:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.004723665564478039,44.0
BTCUSDT,2026-08-21 01:05:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0022133075114123273,32.0
BTCUSDT,2026-08-21 01:09:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017535538601221548,4.0
ETHUSDT,2026-08-21 01:13:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0015016936715556957,3.0
BTCUSDT,2026-08-21 01:14:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.001673789752506701,7.0
BTCUSDT,2026-08-21 01:18:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.012945675797838587,6.0
ETHUSDT,2026-08-21 01:18:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.00942551285878806,4.0
ETHUSDT,2026-08-21 01:18:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.006232622207861908,1.0
BTCUSDT,2026-08-21 01:26:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0033818277204946856,5.0
BTCUSDT,2026-08-21 01:30:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0037331564972493477,4.0
BTCUSDT,2026-08-21 01:34:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.00544118336694164,4.0
NEARUSDT,2026-08-21 01:40:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0023212364830436463,17.0
BTCUSDT,2026-08-21 01:47:00+00:00,-0.0414,MAE_KILL,ladder,2.0,0.00032780037648650056,551.0
BTCUSDT,2026-08-21 01:47:00+00:00,-0.0414,MAE_KILL,ladder,2.0,0.0005584707853425497,405.0
SOLUSDT,2026-08-21 01:47:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.0063795493738799435,28.0
ETHUSDT,2026-08-21 01:47:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.007369861968715114,13.0
BTCUSDT,2026-08-21 01:47:00+00:00,0.0023500000000000005,TP,ladder,2.0,0.014827979344108377,7.0
BTCUSDT,2026-08-21 01:50:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0032143288462788645,2.0
BTCUSDT,2026-08-21 01:53:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0020404483417876154,3.0
NEARUSDT,2026-08-21 02:05:00+00:00,0.001975,LADDER_RATCHET,ladder,2.0,0.004627017266674182,5.0
ETHUSDT,2026-08-21 02:14:00+00:00,0.0012250000000000002,LADDER_RATCHET,ladder,2.0,0.0034419165951372786,9.0
BTCUSDT,2026-08-21 02:27:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.002955370169466124,13.0
XRPUSDT,2026-08-21 02:31:00+00:00,0.00020256410256408518,LADDER_RATCHET,ladder,2.0,0.0020080321285141783,33.0
SOLUSDT,2026-08-21 02:31:00+00:00,0.00010000000000000005,LADDER_RATCHET,ladder,2.0,0.0017584731524831038,4.0
SOLUSDT,2026-08-21 02:39:00+00:00,-0.0414,MAE_KILL,ladder,2.0,0.0010033444816052253,675.0
SOLUSDT,2026-08-21 02:39:00+00:00,-0.0414,MAE_KILL,ladder,2.0,0.0004730914797378013,479.0
